sen_a,sen_b,label
这怎么关机啊,iphone7怎么强制关机,0
把他的女儿,我的女儿很好,0
你要嫁给我,你和我结婚吧,0
我想关闭OPPO手机的闪充功能,oppo什么手机超级闪充功能,0
白雪公主白雪公主,白雪公主,1
你有情感吗,你应该是有感情的吧,1
生日过得愉快呀,生日快乐啊,1
忙了一天了,啊啊两天忙什么,0
明天还会这么冷吗,会不会冷,0
Reno4Pro的屏幕,OPPO Reno4 SE的屏幕介绍,0
你奶奶个腿儿,你奶奶个腿,1
手机支持无线充电吗,我手机支持无线充电吗,1
给我打开王者荣耀,王者荣耀给我打开,1
李白有多少首诗,千树万树梨花开是什么意思,0
我非常不明事理,我不懂事,1
调整短信字体大小,字体大小调节,0
我来和你玩,我叫你玩一下,0
你啥也不懂,你什么都不明白,1
OPPOACE2中框,OPPO Ace2的价格,0
谁看见了举手,谁看见了,1
reno3 元气版的cpu,oppoReno3元气版多少钱,0
给我唱一首张雨生大海,你给我唱一首歌呗,0
要把她叔换成siri,要把你换成siri,0
我想听微信,你有没有微信,0
做我老公好不好,做我的老公好吗,1
不想搭理你别烦我,不想搭理你,1
我今年几岁,今年多大了,0
话说我以后叫你什么,以后我叫你什么,1
我真的不想要这个答案,我不想要这个,0
打微信电话,小布给我测试一下手机号码,0
相信自己你可以的,对自己有信心,1
我们在猜你老妈是谁,你的老妈是谁,0
可以叫我小艺吗你以后,可以叫你小艺吗我以后,0
k7的摄像头,k7后置摄像,0
零点一克等于多少毫克,十厘米等于多少分米,0
你会爱我多久呢,你会喜欢我多久呢,1
难道他就是那个,哦就是那个啊,0
难道你不嫌弃我吗,你是在嫌弃我吗,0
oppefind x2哪款卖,findX2pro包装,0
我吓死你我,我吓死你,1
你的名字?,Hello你的名字怎么会,0
提醒我起床啊,你每天多少点起床,0
我就是要抛弃你,就是你不被我需要了,1
我在家里的歌曲,你家里还有什么人,0
知道了这是一场意外,明知这是一场意外,1
手机来信息了怎么屏幕没有显示的,我的手机桌面怎么没有显示信息,0
那个手机没电了,为什么手机那么卡,0
找你聊什么天,找你聊什么呢,1
是什么意思,goodafternoon是什么意思,0
如何赚钱,哪些方法可以赚钱,1
天蝎座和巨蟹座,三月有什么星座,0
你不会温柔点呢,你不会温柔点吗,1
encofree,Reno4SENFC,0
游戏资源包区别,游戏中心小游戏的资源包区别,0
以后请叫我叫妈妈好吗,以后叫我妈妈,1
再讲一下系统,你是系统再说话吗,0
处女座的速配星座是什么,双子座的性格,0
我可以直接把你叫出来吗,如果可以我能直接叫你出来吗,1
立马就出来了,很快他就出来了,0
出来出来,你也出来了你,0
刚刚出来,你就刚出来,0
那你喜欢王一博吗,小布来玩王者,0
给我打电话妈妈,给我妈妈打电话,1
手机怎么老死机呢,手机丢失怎么办？,0
立马给我过来,快过来呀,1
你知道我最喜欢听什么歌吗,你知道哪首歌深得我心吗,1
智能语音不能唤醒,可以语音唤醒小布不,0
你爱谁啊,你到底爱谁啊,1
然后就去了,然后就去,1
还挺厉害的,你很厉害,0
有什么是你会的,你怎么啥也不会,1
我要玩怼人游戏人,我要玩怼人游戏,1
狗的电话,我的电话了,0
没什么你退下吧,就是没什么你退下吧,1
我可不可以叫你小爱,你可不可以叫我小爱,0
小欧什么性别啊,你男的还是女的,1
我是祖安人,我是一个人,0
定个明天早上五点四十的闹钟,八点三十闹钟,0
武汉明天什么天气,后天有雨吧,0
你怎么就不会想我呢,你为什么会想我,0
能把我给你说话的语音全部删除吗,我能和你说语音吗,0
说一句我听听,你说几句方言我听听,0
放个大招,你会放大招吗,1
你怎么说话,你不许说话,0
开车的英语,一的英文怎么读,0
Reno是什么时候发布的？,Reno几号发布,0
屏幕分辨率在哪,屏幕分辨率,1
我才不是什么小南瓜,小南瓜就不是我,1
我跑到你心里去了,我要去你心里,1
那么晚还不睡觉啊,快点睡觉吧你,0
怎么不理我呀,怎么不和我说话,1
机场的停车场,停车场,0
手机设置打开闪光灯录像,手机怎么设置来电闪光灯,0
我的女儿美吗,我的女儿漂亮吗,1
是什么呢,是什么原因,0
真会说话,你一定不知道你真会说话,1
我想听你唱歌,唱一首歌给我听一下,1
对我也是那个,你是我的对吗,0
那普通话不行啊,我问问都不行吗,0
你爱喝什么,你喝什么,0
来点社会语录,关于友谊的名言警句,0
哈哈你真幽默,你好幽默呀,1
今天的天气很好哦,临汾今天的天气,0
打开人脸识别,人脸识别,1
小影也觉得热吗,你热不热啊,0
怀孕能吃甲鱼吗,孕妇可以吃柿子吗,0
那你道歉呀,请问你是什么名字,0
那你觉得你长得好看吗,那你是不是以为你长得很好看,1
借钱给我应该会的吧你,你会给我借钱吗,1
Reno4 Pro的屏幕,OPPOReno4SE屏幕尺寸,0
就是那个啊,二十分钟就充满电了我们这是问那个就是山东三点零的,0
我大家都是好朋友呗,你是我的好朋友,0
我想你做我男朋友,你能做我男朋友吗,1
我那医保卡的密码搞忘了怎么找回来,我的账号密码忘了怎么找回来,0
我难过了,心里不舒坦,1
唱一首爱拼才会赢,你最爱听的一首歌是什么,0
咱们可以聊点其他的吗,你能聊一点其他的东西吗,1
检查一下手机哪个地方学费了,手机进网许可证号的查看方法,0
可是我是女的呀,可是我只是一个女的啊,1
莫非想过七夕吗,不想过七夕,0
要你有啥用,你说我用你干啥,1
赶紧告诉我,他告诉我的,0
世界很大,世界上的三哪个山最大,0
R813T随机性通话无声的问题处理方法,A82处理器,0
那你猜我是男的还是女的,你可以猜猜我的性别,1
我想了解一下谷歌服务,Google服务框架的概念介绍,0
四年级上册的语文书,三年级上册的书,0
你的价格是多少,你多少费用,1
早点睡觉吧,我睡觉了晚安,1
一起玩跷跷板,一起玩啊!,0
你什么时候更新啊,你什么时候升级啊,1
找到我的女朋友,我有女朋友,0
你脑子被门夹了吗,你脑子是不是有问题,1
深圳售后服务中心位置,中国地名购买获得客户服务中心,0
我被车撞了,我可不就是被车给撞了,1
什么型号的,什么型号好,0
那你告诉我谁是世界上最漂亮的女人,世界上谁最漂亮,0
想跟女孩子聊天,我想跟女生聊天,1
哼一点都不好玩,哈哈一点都不好笑,0
oppo k7x是否支持nfc,OPPO支持NFC,0
把你微信号给我，我要加你，,"把你微信号给我,我要加你,",1
那你是什么星座,2月29日是什么星座,0
积分获取方式,积分的获取方法,1
我曾经有一个心仪的人,我曾经喜欢过一个人,1
我要你唱的歌,我确实要唱歌了,0
明天要下雨那我要干嘛呢,我明天要去干嘛,1
你才牛逼,你和siri谁更牛逼,0
哎哟妈哟,哎呦我的妈,1
查看支付宝账号,打开支付宝收付款,0
来段bbox,来段bboss,1
findx2尺寸,Find 5外观尺寸,0
那我们在一起吧,好好在一起吧,0
手机显示充电异常，无法充电,手机无法充入电量显示电池异常,1
OPPO有哪些机型,OPPOReno是今年最新款手机吗,0
叫我主人,你以后叫我高宇,0
你能气死我,你是想气死我吗,0
既然这样，那我嫁给你吧,既然这样，那你嫁给我吧,0
我为什么要解锁你是不是有神经病,可乐鸡翅的家常做法怎么做好吃,0
谁呀你是,我不知道你叫什么,1
你是海王吗,你是不是海王呀,1
明朝毁灭,抗美援朝的纪念日是几月几号,0
爱你无数遍,清风拂杨柳,0
的确我想让你回答我,我的回答,0
国家怎么看淡崔永元打假事件,你是哪个国家的,0
你会石头剪刀布吗,你会玩石头剪刀布吗,1
的看电视这个,你看电视吗,0
你知道我是你的谁吗,你知不知道的我是你什么人,1
叫你今天天气怎么样,今天的天气真好啊,0
放濉溪1套,放乐清综合,0
我还会回来的,我走掉了还会回来的,1
爸爸妈妈去上班我去幼儿园,你的妈妈是什么工作的,0
给我唱首歌吧,给我唱一首吻别,0
你会打雷吗,你会喊惊雷吗,0
能把数据移到内存卡上吗？,可以把sim卡联系人转存到里面吗？,0
说不清楚,怎么能说的明白呢,1
我要听健康歌,你觉得我要你好不好听,0
请问我真的愿意和你交朋友吗,请问你真的愿意和我交朋友吗,0
怀孕能吃菱角吗,怀孕能吃海参吗,0
我觉得我可虚了,我可虚了,1
你究竟有几个好妹妹,你有没有妹妹的,0
要嫁给王源,我要嫁给王源,1
女人唱首歌给我听吗,你最爱听的一首歌是什么,0
想不想喝酒,今天喝酒,0
那就是我自己的现在是说那句话已经出来了,就是你说的这话,0
跟你讲一下,你找一下,0
想学画画,好的你想学什么,0
什么是她的同学想干的呢,什么是你想干的呢,0
说个搞笑的话,有个很搞笑的话,0
你有没有什么事,你有什么事啊,1
请问你的名字到底叫什么呢,你的名字叫什么呢,1
看我眼神,其实我看出了其实我看了小妹妹,0
闲聊一会儿,来闲聊会,1
难道不是越努力越幸运吗,越努力越幸运,1
三加三等于几,三加X等于几,0
你平时玩b站吗,会玩B站吗,0
在a92s上使用智能美颜,A92s散热功能,0
你长得什么样,你长什么样,1
手环来电,oppo手环连接电源充电,0
k5的蓝牙版本,K3的蓝牙是5.0的吗,0
播放歌曲水手,播放我是谁,0
打电话给这个,打电话给母亲,0
调一个二十分钟后的闹钟,两点二十叫我,0
快给我讲个笑话,小布给我们讲个笑话,1
功亏一篑的意思,事半功倍,0
拍张你照片呗,angelababy宝贝的照片,0
怎么把应用软件加入白名单,如何将应用拉入白名单,1
那你是什么星座,8月22日什么星座,0
我女朋友,你觉得我女朋友漂亮吗,0
那会儿还是小学生,可乐鸡翅的家常做法怎么做好吃,0
设置联系人黑名单方法,帐号紧急联系人的设置方法,0
在哪里能改你的名字呀,在哪里能改他的老婆的名字呀,0
小布你都会些什么,你有哪些功能,1
益阳天气,小布说一下天气,0
我能嫁给王一博吗,可以嫁给王一博吗,0
我还没有男朋友,小欧没有男朋友吧,0
findX2支持指纹支付吗,Find x2支持打印吗,0
桌面图标大小异常,如何放大桌面图标,0
怎么关闭手机充电提示音,关闭手机充电提示音,0
我想听你讲四川话,听你讲四川话我要,1
我想知道你什么时候才能不再来烦我,你烦不烦我,0
我男的女的,你觉得自己是男的还是女的,0
给圆通快递发一分钱的微信红包,微信发红包有限额吗,0
小欧小欧你是男的还是女的呀,小欧你是男的还是女的,1
我们还是分手吧,我们分手,1
我老婆超漂亮的,我老婆很漂亮,1
给我找美女,带我去找美女,1
孔子的名言,关于友谊的名人名言,0
你真的把我唤醒了,你把我唤醒了,1
你在哪里上班呢,他同学在哪里上班呢,0
我哭出来了今天,今天我哭了,1
我们见个面吧,你和我见面吧,1
今天聊点啥呀,今天聊点什么呀,1
那你高兴吗,你高不高兴啊,1
我被背叛了,她不要我了,0
感觉你今天气色不错啊,今天天气是很不错,0
讲个烤鸭的笑话吧,帮我说个笑话,0
我现在有没有成功充电？,我现在充电一点反应没有,0
王者荣耀你喜欢什么英雄,你打王者荣耀喜欢用什么英雄,1
热死我了,热到难以言语,1
你在想我什么,你在听什么歌,0
你长这样,你长得就是这样呢,1
oppo watch长久续航模式可以连接打,OPPOWatch长续航模式,0
我真的好想你,你好我的我有点不理想,0
我想看演唱会,我想听想你的夜,0
不知道的,不知道怎么了,0
离七点半还有多长时间,午休一般多长时间,0
肚子饿吗,肚子有没有叫,1
叫你出来以后用什么办法,以后怎么叫你出来,1
给我个电话,圆通快递的电话,0
请启用你的功能,打开你的功能,1
说你叫什么,你叫什么请快一点给我说,1
我对你太失望了,你真的让我太失望了,1
退出游戏好,游戏中心游戏、软件开具发票流程,0
让我们一起走,我们一起走,1
我心里没你,我心里有你这是不可能的,1
天气今天天气,今天的天气很好哦,0
智能手环不和同步会记录跑步的步数吗,手表同步步数,0
小欧你说你想吃什么,你想吃什么小欧,1
看不到你的头,你有头吗,0
我就是想喊你一下,我就是想你了你怎么了,0
问你啥你都不知道,你啥也不知道,1
你会玩刺激吗,会玩刺激吗,1
那是我的事,我是你的事,0
Reno多少像素,Reno4SE像素多少,0
renoace,Reno Ace,1
OPPO手机，防水吗,OPPO手机防水吗,1
我说你就是爱上我了,你说我就是爱上你了,0
你赶快叫我老公,你叫我老公,1
删除我们两个的聊天,你到底会不会聊天啊,0
你猜谁是我的最爱,你猜我最爱谁,1
你是什么时候上线的,你是什么时候,0
无法提交帐号申诉,帐号申诉的方法,0
我有狐臭，,她们儿子有狐臭，,0
说说我的年龄,你猜猜我几岁呢,1
你最近在干什么,你到底在干什么最近,1
定个时点半的闹钟,定个五点半的闹钟,0
K7是否支持防抖,K1是否支持防抖,0
有没有脑袋你,你有没有脑袋,1
你赶紧给我滚,你快点给我滚,1
你对它好不好笑有什么感悟,你们的姨妈对它好不好笑有什么感悟,0
能不能给你取个名字呢,我叫你名字呢,0
跟我聊会儿天儿吧,聊会儿天儿,1
怎样嫁给王一博,怎么才能嫁给王一博,1
那就休息吧,你该休息休息,0
耳机音量不能调大,耳机能否调整音量,0
我觉得你很美,你长得很美,1
这是小爱同学,好的小爱,0
oppefind x2哪款卖,findx2Pro包装,0
宝贝宝贝怎么唱,宝宝怎么玩,0
没有蓝牙,你怎么没有声音啊,0
换个手机需要花多少钱,您对手机这方面了解多少因为我想买一部手机,0
望今天的天气,今天天气很好呢,0
真是太礼貌了,不用写有啥客气的,0
打开多乐购机,再这样小布就要对你开启好友验证了哦,0
黑小布怎么用八个字形容爱情,你能干什么呀,0
我加的微信,一加的微信公众号是什么,0
我要和你说晚安了亲爱的,亲爱的晚安,1
